year,letter
1926,"From Marie Gras-y-Fort..... Barcelona (Spain) February 1926

    S. Gras-y-Fort of 
Barcelona  has sent me this Good Luck Chain Letter and
I am sending it       
 on so as not to break the chain of good luck. Among
others I am sending it to you and ask
 you as I have been asked, not to break
the chain. Copy this and send it to
nine  persons to whom you wish good luck.
the chain was started by an American 
Officer  and should go round the world
three times.

    Do not break the
chain,  for whoever does will have bad luck. Write nine
letters and send them within twenty
four  hours. Count nine days and you will
have some good luck. It is positively
 remarkable how many times this predic-
tion has been fulfilled since this chain 
 was started. With success for you
and yours, let us go smiling and happy
 through 1926.
                             
  -----------------------

Commander Karnelin to Commander Graef       
 Sid.Graumann to Harold Lloyd
Commander Graef to Ch.T.Castile          
    Harold Lloyd to Joseph Schenk
Ch.T.Castile to Emile Coulton              
  Joseph Schenk to Hiram Abrams
Emile F.Coulton to Joseph Brettler     
      Hiram Abrams to Dennis O'Brien
Joseph Brettler to Frank Sawyer            
  Dennis O'Brien to A.C.Barmann
Frank Sawyer to E.Bl.Schers                
  A.C.Barmann to Arthur Friend
E.Bl.Schers to Admiral Goda (Japan)         
 Arthur Friend to Moe Marc
Admiral Goda (Japan)to Admiral Y.Yomanate   
 Moe Marc to Earle Hammonde
Admiral Y.Yomanate to Prince Schimudza     
  Earle Hammonds to Jack White
Prince Schimudza to Capt.Ande I.N.J.        
 Jack White to Mac Sennet
Capt.Ande I.N.J.to Capt Sakoeki I.N.J.     
  Mac Sennet to Arthur B.Graham
Capt.Sakoeke I.N.J.to Com.Kabajahi         
  Arthur B.Graham to Geo Kliene
Com.Kabajahi to Capt.T.P.I.Ju              
  Geo Kliene to H.B.Buchwalter
Capt.T.P.I.Ju to Capt.Jujujahi             
  H.B.Buchwalter to Ballard Dunn
Capt.Jujujahi to Capt.B.K.Lin              
  Ballard Dunn to W.T.Morris
Capt.B.K.Lin to Capt. Zu                   
  W.T.Morris to A.M.Taylor
Capt.Zu to Admrial Yashilda                
  A.M.Taylor to G.H.Sicard
Admiral Yashilda to Capt.Chon              
  G.H.Sicard to B.T.Dunbard
Capt.Chon to Capt.Yodshars                 
  B.T.Dunbard to Arnold Watson
Capt.Yodshars to Lt.Col.Valadivia          
  Arnold Watson to K.B.Flersham
Lt.Col.Valadivia to Capt.Coron             
  K.B.Flersham to Norman P.Clement
Capt.Coron to Capt.Illionbakk              
  Norman P.Clement to H.T.Ware
Capt.Illionbakk to Capt.Aberblom           
  H.T. Ware to J.F.M'Candless
Capt.Aberblom to Capt.Hermaldin            
  J.F.M'Candless to J.B.Munce
Capt.Hermaldin to Com.Graef                
  J.B.Munce to T.J.Read
Com.Graef to Com.Wede                      
  T.J.Read to T.F.O'Brien
Com.Wede to Com.Gorferg                
      T.F.O'Brien to Ted Fox
Com.Gorferg to Cap.Schall de Mackadall     
  Ted Fox to J.B.Boggard
Capt.Schall de Mackadall to Dr.S.Sierrson   
 J.B.Boggard to M.C.Makenzie
Dr.S.Sierrson to Ivan Lundquist            
  K.C.Mackenzie to W.S.S.Rogers
Ivan Lundquist to Kunsul Bortil Sederblom   
 W.S.S.Rogers to M.D.Jeffery
Kunsul Bortil Sederblom to Rev.Sker
Sever    M.D.Jeffery to W.D.Jones
       
Ekber.                              
  W.D.Jones to H.Meggitt
Rev.Sker Sever Ekberg to Rev.Valdon         
 H.Meggitt to H.N.Roid
Rev.Weldon to State Insp.J.V.Simson        
  H.N.Roid to S.R.Seaver
State Insp.J.V.Simson to Com.Werrflinge   
   S.R.Seaver to C.W.Ashburg
Com.Werrflinge to Major B.Kahr         
      C.W.Ashburg to J.M.Mc.Carthy
Major B.Kahr to Capt.Vogelsek              
  J.M.Mc.Carthy to R.K.Stafford
Capt.Vogelsek to Lt.Col.Sigrist            
  R.K.Stafford to Capt.Berry
Lt.Col.Sigrist to P.P.Widbloz              
  Capt.Berry to Com.John H.Roys
P.P.Widbloz to Obstr.Von Giess             
  Com.John H.Roys to C.Jaeger
Obstr.Von Giess to Vount Van Rosen          
 C.Jaeger to L.G.Nobles
Count Van Rosen to Gen.Ernst Linder         
 L.G.Robles to Max Ziegler
Gen.Ernt Linder to Capt.Ackerland          
  Max Ziegler to Hans Leutenegger
Capt.Ackerland to Capt.Lowenhaupt          
  Hans Leutenegger to Robert Schwarz
Capt.Lowenhaupt to Capt.Cannstadt          
  Robert Schwarz to E.Schwarz
Capt.Cannstadt to Lt.Col.Gragath           
  E.Schwarz to John Kirkwood
Lt.Col.Gragath to Godsiere F.M.Treschow     
 John Kirkwood to Henry Spire
Godsiere F.M.Treschow to Godsiere Egeberg   
 Henry Spire to I.Black
Godsiere Egeberg to Dr.J.Hall              
  I.Black to Wm.J.M'Alister
Dr.J.Hall to Prince Sylon Kreutz         
    Wm.J.M'Allister to J.S.Myers
Prince Sylon Kreutz to Composer M.Sandy   
   J.S.Myers to Erich Echt
Composer M.Sandy to Alex.Simson            
  Erich Echt to Jacques Kalifa
Alex.Simson to Adolph Tandler              
  Jacques Kalifa to Alexander Hill
Adolph Tandler to Fred M.Blanchard         
  Alexander Hill to Vicente Finizio
Fred.M.Blanchard to Sid.Graumann           
  Vicente Finizio to Sarita Gras-y
                                                
  Fort."
1926,"This is a good luck letter, sent
 to me by a very dear friend, and I am sending it on to you among others.
I am asking you not to break the chain, but send it on. Copy this and send
it to nine persons to whom you wish good luck. The Chain was started by a
British Naval Officer and should go around the World three times.  Do
not break the chain for whoever does will have bad luck.
  Write nine letters and mailing them within twenty four hours and count
nine  days and you will have good luck. It is positively remarkable how many
times  the prediction has been fulfilled since the chain started. With success
to  you and yours. Let us go smiling through."
1926,"Cross Crossings Cautiously: Don't 
  Break the Chain.

     I have resolved that from now I will practice ""safety first"", preach 
""safety   first"" and do all in my power to save life or prevent any injury 
to my fellow   men. Every man who receives one of these letters must write 
nine more and   send them to his friends. The friends in turn must write nine
and send them   to their friends.

     Here's the idea. Copy this and send to nine persons whom you wish good 
 luck.  The chain was started by an American officer and should go around 
the world  three times. Do not break the chain, for whoever does will have 
bad luck.  Do it within 24 hours and count nine days and you will have good 
luck.

     Let's all go sailing through 1926."
1926,"Dear Friend:
  This good luck letter was sent to me by a friend and I am sending it to 
you and others. I am asking you not to break this chain but to copy the complete
 letter and send it to nine of your friends whom you wish good luck. This
letter was started by a British army officer and should go around the world
three times.  
  Do not break this chain as those who do will have bad luck. Write nine
letters  and mail within 24 hours and on the ninth day good luck will come
to you through life."
1926,"Mr. Morris Rose has sent me this
  Good Luck Letter and I am sending it on so as not to break the chain of
good  luck.  Among others, I am sending it to you and ask you, as I
have been  asked, not to break the chain. Copy this and send it to nine person
 to whom  you wish good luck. Write nine letters and send them within twenty-four
 hours.  The chain was started by an American officer and should go around
 the world  three times. Do not break the chain, for whoever does will have
 bad luck.  Count nine days and you will have some good luck in that time.
 This prediction  has been fulfilled since this chain was started. With success
 for you and  yours, let us go smiling through 1926. . . 
    Peter S. Dohm to Heywood Broun."
1927,"This letter was sent to you by a
friend. Do not break  the chain. Copy it and send it to four persons within
 24 hours, to whom you  wish good luck. The chain was started by a British
officer in Flanders, and  should go round the world nine times.  If
you break the chain you will  have bad luck. On the fourth day after sending
it you will have good luck.  So please copy and send it to four friends so
as not to break the chain.    A Friend."
1927,"Copy this letter and send it to
nine people you wish luck. The chain was started by an American officer in
Flanders and should go around the world three times. Do not break the chain
for whoever does will have bad luck."
1927,"DO NOT KEEP THIS  This letter of good luck was sent to me by a friend. I am 
sending it on to you so do not break the chain of good luck. Copy this and 
send it to four persons within 21 hrs. to whom you wish good luck.  This 
chain started by an American officer in Flanders and should be around the 
world three times. Do not pause as you will have bad luck on the 4th day. 
After sending it on the 4th day you will have good luck. It is unbelievable 
how this prediction has been fulfilled since the chain has started so send 
and see what happens on the 4th day. Pass this on and three other copies. 
 God Bless you."
1927,"The Flanders Chain of Good Luck.
 This letter was sent to me, I am sending it to you. Do not break the chain, 
copy it and send three others to whom you wish good luck, within 24 hours 
(send the letter.). This chain was started by an American officer in Flanders. 
Do not lose it or you will have bad luck.  Within four days after sending 
it you will have good luck. It is positively remarkable but this prediction 
has come true since started. Send this and three more as soon as possible 
and see what happens the fourth day. Do not keep it in the house more than 
24 hours. Safety chain. Send this one and three others that have been copied."
1927,"[You are requested to send a  copy of the message to nine people, 
and then comes the threat of 'luck'.]  Whoever does this will have great joy and happiness, 
 but to those who neglect this will come misfortune. Do not break the chain. 
 It was started on a Flanders battlefield."
1927,"April 6, 1937
  The Flanders Charm:
     The Flanders Charm of Good Luck was sent to me by a friend.
 I am sending it on to you, so don't break it. Copy this and send it within
 24 hours to four persons you wish good luck. It was charmed by an American
 officer, and must go around the world three times.  So don't pause,
or you will have sad luck. It is positively remarkable how the prediction
has been fulfilled.

  Send it as soon as possible and watch what will happen on the fourth day."
1927,"Flanders Chain of Luck.
This letter was sent to me by a  friend and I am sending it to you, so as
not to break the chain. Copy this  off and send it to four persons, within
24 hours, in whom you wish good luck.  This chain was started by an American
officer in Flanders and should go round  the world three times. Do not lose
it as you will have BAD LUCK. It is positively  remarkable how this prediction
has been fulfilled since the chain started.  Send this copy away as soon
as possible and see what happens on the fourth  day. Pass this on and DO
NOT KEEP IT IN THE HOUSE."
1927,"The Flanders Chain of Good Luck
 This letter of good luck was sent to me by a friend. I am sending it to
you, so as not to break the chain. Copy this and send it to four persons
whom you wish good luck. This chain was sent by an American officer in France 
and should go around the world three times. Do not pause or you will have 
bad luck.
 On the fourth day of sending you will have good luck. It is positively remarkable 
how the good luck has been fulfilled since the chain began, so send this away.
See what happens on the fourth day. Pass this on and three copies. Do not
keep it in the house."
1927,"Good Luck
   The Flanders Chain of Good Luck.
   This was sent to me and I am sending it to you. Don't break the chain. 
Copy  this and send it to four other persons whose home you wish good luck. 
The  chain was started by an American officer hurt on Flanders field. Don't 
keep  this or you will have bad luck. It is remarkable how this benediction 
has  come true since the chain was started. 
Send this and three other copies and  see what will happen on the fourth
day. Don't keep this 24 hours."
1928,"Flanders field chain of goodluck. 

 This letter was sent to me and I am sending it to you so that the chain
will not be broken.  Within twenty-four hours make three copies and
send to those you wish good luck.
 The chain was started by an officer and it goes around the world four times. 
Do not stop it or you will have bad luck. On the fourth day after receiving 
this letter some good luck will befall you.
 It is remarkable how the prediction has come true since the chain has started 
-- so send this letter and see what will happen on the fourth day. Do not 
keep this letter in the house and fail to mail three copies or you will have 
bad luck."
1928,"March 21, 1928.
The Flanders Chain 
 of Good Luck
was passed to me 
by  A.E. Blandfield
I am sending it
to  you so please
do not break it. 
Copy  and send
it to (4) persons
 you  wish good
luck within (20) 
hours.  The chain
was started by an
 American
Army officer in
Flanders   and
shall go around
the   world three
times, so do not 
pause  or you
will have bad luck. 
  The prediction
has been fulfilled 
 since the chain
was started. Please
  send it soon as
you receive it,
and   watch and wait
to see what happens
  on the fourth
day.
           
  Wish you good Luck. 
                    
  Ann K. Powers
                               
  Salem, N. Y."
1928,"The Flanders chain of good luck.
 This letter of good luck was sent to me -- I am sending it to you so as
not to break it.
 Copy this and send it to four of your friends within twenty-four hours,
to whom you wish good luck.
 This chain was started by an American officer in Flanders. It should go
three times around the world.
 Do not stop it or you will have bad luck, and the fourth day after you send 
it you will have good luck. It is positively remarkable how this prediction 
has been fulfilled since this chain was started -- So send this and see what 
happens on the fourth day. Send this and three others --Do not keep this!"
